Commodity,Attribute,Country,1966/1967,1967/1968,1968/1969,1969/1970,1970/1971,1971/1972,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Cuba,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Egypt,0,0,0,184,244,234.0,284.0,248.0,301,231.0,287.0,310.0,273,335.0,319.0,373.0,231.0,262.0,285.0,229.0,196.0,218.0,173.0,184.0,195.0,147.0,132.0,170.0,148.0,129.0,101.0,78.0,63.0,67.0,55.0,66.0,67.0,58.0,65.0,45.0,50.0,47.0,23.0,21.0,27.0,34.0,24.0,21.0,25.0,15.0,8.0,17.0,23.0,14.0,10.0,13.0,20.0,21.0,(1000 MT)
,,El Salvador,0,0,0,15,16,17.0,18.0,20.0,20,15.0,19.0,21.0,19,17.0,14.0,19.0,21.0,16.0,24.0,27.0,28.0,25.0,25.0,29.0,38.0,33.0,36.0,32.0,38.0,42.0,35.0,30.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,EU-15,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,59.0,61.0,58.0,58.0,64.0,64.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,European Union,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,82.0,80.0,73.0,75.0,76.0,77.0,60.0,53.0,49.0,46.0,45.0,45.0,46.0,47.0,51.0,41.0,36.0,44.0,46.0,52.0,49.0,64.0,34.0,24.0,(1000 MT)
,,Former Yugoslavia,0,0,0,0,1,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,France,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Georgia,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,18.0,18.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,German Democratic Republic,0,0,0,29,24,24.0,21.0,30.0,28,1.0,6.0,1.0,1,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Germany,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,"Germany, Federal Republic of",0,0,0,32,35,26.0,16.0,24.0,12,3.0,9.0,2.0,2,0.0,2.0,4.0,8.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Greece,0,0,0,33,32,37.0,41.0,30.0,33,39.0,30.0,36.0,30,18.0,32.0,41.0,20.0,22.0,35.0,34.0,37.0,38.0,40.0,42.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Guatemala,0,0,0,13,14,19.0,17.0,18.0,23,22.0,31.0,33.0,33,29.0,26.0,37.0,21.0,11.0,24.0,20.0,11.0,12.0,16.0,11.0,10.0,13.0,10.0,16.0,12.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Honduras,0,0,0,3,2,4.0,3.0,4.0,5,2.0,3.0,3.0,3,4.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,India,0,0,0,178,166,225.0,210.0,206.0,209,221.0,174.0,186.0,205,239.0,256.0,251.0,269.0,242.0,316.0,331.0,286.0,284.0,392.0,430.0,405.0,415.0,504.0,428.0,530.0,670.0,676.0,584.0,618.0,543.0,570.0,562.0,505.0,613.0,775.0,895.0,947.0,1054.0,1038.0,1060.0,1121.0,1227.0,1238.0,1295.0,1300.0,1275.0,1165.0,1345.0,1227.0,1395.0,1408.0,1295.0,1361.0,1296.0,(1000 MT)
,,Indonesia,0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Iran,0,0,0,52,49,57.0,48.0,56.0,80,63.0,61.0,96.0,74,20.0,11.0,12.0,15.0,15.0,18.0,20.0,19.0,20.0,24.0,22.0,24.0,29.0,19.0,19.0,25.0,29.0,31.0,26.0,27.0,30.0,38.0,40.0,18.0,11.0,28.0,23.0,28.0,22.0,21.0,19.0,12.0,19.0,15.0,14.0,13.0,13.0,12.0,14.0,13.0,18.0,22.0,22.0,22.0,19.0,(1000 MT)
,,Iraq,0,0,0,4,4,4.0,4.0,4.0,2,3.0,4.0,4.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Ireland,0,0,0,0,0,1.0,2.0,2.0,1,2.0,1.0,1.0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Italy,0,0,0,1,0,0.0,0.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Japan,39,43,40,52,46,52.0,47.0,44.0,30,31.0,40.0,49.0,46,47.0,57.0,52.0,51.0,33.0,41.0,43.0,44.0,37.0,30.0,31.0,28.0,28.0,25.0,23.0,24.0,23.0,19.0,22.0,19.0,18.0,13.0,14.0,13.0,14.0,12.0,11.0,12.0,11.0,8.0,7.0,7.0,8.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,6.0,6.0,7.0,4.0,4.0,(1000 MT)
,,Kazakhstan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,78.0,55.0,57.0,49.0,53.0,41.0,33.0,22.0,24.0,15.0,18.0,22.0,27.0,3.0,3.0,39.0,31.0,32.0,30.0,18.0,5.0,11.0,10.0,15.0,8.0,5.0,8.0,6.0,5.0,6.0,3.0,7.0,4.0,5.0,6.0,(1000 MT)
,,"Korea, South",0,0,0,1,1,1.0,2.0,1.0,2,1.0,2.0,2.0,2,3.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,13.0,20.0,44.0,37.0,37.0,23.0,20.0,30.0,20.0,22.0,18.0,19.0,21.0,20.0,24.0,27.0,22.0,28.0,28.0,27.0,27.0,15.0,17.0,16.0,28.0,24.0,21.0,24.0,23.0,24.0,20.0,20.0,24.0,20.0,23.0,20.0,22.0,(1000 MT)
,,Kyrgyzstan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,42.0,45.0,41.0,35.0,31.0,33.0,34.0,30.0,20.0,18.0,13.0,15.0,12.0,15.0,7.0,10.0,13.0,14.0,13.0,13.0,10.0,7.0,6.0,8.0,8.0,9.0,8.0,3.0,6.0,9.0,11.0,11.0,10.0,11.0,11.0,11.0,(1000 MT)
,,Madagascar,0,0,0,3,3,2.0,2.0,5.0,3,10.0,6.0,6.0,16,12.0,11.0,12.0,12.0,6.0,12.0,6.0,6.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,8.0,7.0,5.0,11.0,10.0,10.0,7.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,(1000 MT)
,,Malaysia,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Mali,0,0,0,2,3,5.0,5.0,4.0,5,6.0,9.0,11.0,10,11.0,11.0,8.0,13.0,15.0,14.0,19.0,22.0,21.0,27.0,28.0,31.0,29.0,35.0,29.0,32.0,42.0,45.0,45.0,42.0,38.0,17.0,37.0,30.0,42.0,36.0,36.0,27.0,17.0,13.0,17.0,19.0,28.0,38.0,40.0,44.0,46.0,62.0,65.0,71.0,74.0,41.0,65.0,48.0,59.0,(1000 MT)
,,Mexico,0,0,0,131,102,109.0,129.0,118.0,117,75.0,68.0,91.0,91,90.0,114.0,104.0,61.0,72.0,87.0,69.0,60.0,80.0,90.0,64.0,64.0,95.0,53.0,41.0,63.0,87.0,85.0,79.0,88.0,78.0,85.0,79.0,62.0,61.0,87.0,90.0,90.0,83.0,57.0,54.0,66.0,90.0,110.0,96.0,44.0,27.0,15.0,22.0,22.0,22.0,20.0,8.0,20.0,15.0,(1000 MT)
,,Morocco,0,0,0,7,6,4.0,2.0,2.0,2,1.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Mozambique,0,0,0,7,6,12.0,12.0,11.0,10,3.0,5.0,5.0,5,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,8.0,5.0,4.0,4.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,9.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,(1000 MT)
,,Netherlands,0,0,0,4,2,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,New Zealand,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(1000 MT)
,,Niger,0,0,0,0,1,1.0,0.0,0.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Nigeria,0,0,0,12,0,2.0,11.0,4.0,12,16.0,19.0,8.0,11,7.0,5.0,3.0,23.0,18.0,13.0,2.0,5.0,5.0,7.0,9.0,8.0,17.0,16.0,10.0,13.0,14.0,17.0,11.0,10.0,8.0,20.0,22.0,17.0,21.0,20.0,20.0,20.0,22.0,23.0,23.0,25.0,18.0,19.0,17.0,13.0,16.0,16.0,16.0,16.0,14.0,21.0,22.0,22.0,22.0,(1000 MT)
,,Pakistan,0,0,0,136,132,175.0,161.0,151.0,131,107.0,92.0,126.0,90,134.0,146.0,150.0,176.0,113.0,200.0,247.0,274.0,304.0,297.0,274.0,319.0,419.0,311.0,235.0,239.0,305.0,272.0,274.0,261.0,326.0,308.0,308.0,448.0,453.0,613.0,586.0,552.0,559.0,503.0,534.0,540.0,565.0,565.0,565.0,600.0,447.0,450.0,475.0,450.0,413.0,300.0,392.0,250.0,385.0,(1000 MT)
,,Paraguay,0,0,0,4,2,5.0,8.0,8.0,9,6.0,18.0,21.0,16,16.0,7.0,19.0,10.0,13.0,30.0,8.0,12.0,15.0,18.0,18.0,34.0,30.0,30.0,29.0,25.0,24.0,9.0,16.0,13.0,14.0,16.0,10.0,11.0,21.0,15.0,14.0,9.0,6.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,7.0,6.0,(1000 MT)
,,Poland,0,0,0,17,12,3.0,10.0,3.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Russia,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,32.0,104.0,43.0,127.0,108.0,120.0,100.0,15.0,8.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Saudi Arabia,0,0,0,1,2,1.0,1.0,0.0,1,1.0,3.0,1.0,3,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,25.0,17.0,20.0,20.0,15.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Somalia,0,0,0,1,0,1.0,1.0,1.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,South Africa,0,0,0,5,4,4.0,10.0,20.0,12,5.0,10.0,14.0,13,17.0,17.0,11.0,9.0,12.0,15.0,16.0,19.0,68.0,50.0,16.0,12.0,12.0,12.0,12.0,13.0,15.0,13.0,16.0,13.0,12.0,66.0,46.0,10.0,14.0,18.0,19.0,16.0,15.0,7.0,15.0,14.0,15.0,12.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,(1000 MT)
,,Spain,0,0,0,18,13,13.0,18.0,14.0,18,13.0,12.0,14.0,10,12.0,16.0,20.0,15.0,10.0,14.0,14.0,16.0,18.0,53.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Sudan,0,0,0,54,26,32.0,39.0,63.0,50,31.0,44.0,51.0,38,33.0,30.0,48.0,64.0,70.0,65.0,44.0,51.0,42.0,43.0,39.0,27.0,27.0,16.0,16.0,29.0,32.0,34.0,31.0,18.0,17.0,23.0,23.0,26.0,23.0,38.0,23.0,19.0,6.0,9.0,3.0,3.0,10.0,4.0,9.0,8.0,12.0,15.0,18.0,21.0,23.0,24.0,24.0,25.0,25.0,(1000 MT)
,,Sweden,0,0,0,5,12,14.0,6.0,16.0,10,12.0,10.0,9.0,9,6.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Syria,0,0,0,24,32,30.0,34.0,33.0,34,34.0,34.0,35.0,35,31.0,35.0,38.0,34.0,58.0,45.0,48.0,38.0,28.0,36.0,37.0,34.0,49.0,43.0,46.0,39.0,47.0,53.0,61.0,63.0,55.0,60.0,55.0,60.0,51.0,60.0,59.0,50.0,48.0,47.0,44.0,39.0,48.0,38.0,36.0,13.0,9.0,11.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,(1000 MT)
,,Tajikistan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,65.0,53.0,47.0,47.0,45.0,48.0,34.0,23.0,23.0,27.0,23.0,26.0,36.0,41.0,42.0,43.0,37.0,38.0,34.0,28.0,27.0,25.0,32.0,29.0,33.0,28.0,23.0,26.0,31.0,35.0,40.0,46.0,27.0,29.0,28.0,(1000 MT)
,,Tanzania,0,0,0,19,21,18.0,21.0,18.0,20,12.0,19.0,14.0,16,17.0,14.0,12.0,11.0,13.0,14.0,9.0,20.0,23.0,16.0,10.0,14.0,26.0,30.0,13.0,9.0,16.0,16.0,12.0,8.0,9.0,11.0,11.0,13.0,11.0,20.0,25.0,17.0,16.0,27.0,21.0,21.0,18.0,26.0,21.0,16.0,14.0,11.0,13.0,21.0,29.0,13.0,15.0,20.0,25.0,(1000 MT)
,,Togo,0,0,0,0,0,0.0,0.0,1.0,1,1.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,10.0,9.0,9.0,6.0,10.0,9.0,11.0,14.0,17.0,13.0,9.0,9.0,9.0,9.0,10.0,10.0,6.0,5.0,4.0,3.0,4.0,9.0,9.0,6.0,9.0,6.0,8.0,11.0,13.0,11.0,6.0,4.0,4.0,6.0,(1000 MT)
,,Turkey,0,0,0,82,83,103.0,123.0,117.0,128,115.0,105.0,128.0,105,117.0,109.0,111.0,113.0,123.0,136.0,116.0,126.0,131.0,129.0,135.0,159.0,129.0,152.0,133.0,150.0,198.0,189.0,187.0,199.0,221.0,198.0,203.0,204.0,224.0,232.0,217.0,213.0,165.0,150.0,115.0,120.0,165.0,160.0,145.0,185.0,155.0,185.0,220.0,210.0,190.0,177.0,215.0,260.0,215.0,(1000 MT)
,,Turkmenistan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,38.0,50.0,54.0,56.0,65.0,60.0,59.0,39.0,53.0,58.0,60.0,49.0,50.0,43.0,55.0,53.0,56.0,69.0,73.0,77.0,74.0,84.0,85.0,89.0,85.0,83.0,77.0,77.0,77.0,54.0,55.0,55.0,54.0,54.0,54.0,(1000 MT)
,,Uganda,0,0,0,26,26,22.0,18.0,12.0,7,7.0,4.0,5.0,2,2.0,2.0,3.0,5.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,5.0,11.0,7.0,16.0,13.0,12.0,12.0,12.0,14.0,25.0,11.0,12.0,7.0,12.0,7.0,15.0,19.0,12.0,10.0,9.0,11.0,16.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,(1000 MT)
,,Union of Soviet Socialist Repu,0,0,0,459,505,583.0,624.0,618.0,639,736.0,714.0,684.0,706,638.0,683.0,692.0,708.0,534.0,638.0,686.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United Kingdom,0,0,0,40,33,30.0,27.0,20.0,8,7.0,9.0,7.0,6,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,United States,0,0,0,478,404,379.0,445.0,451.0,283,203.0,239.0,315.0,282,299.0,239.0,308.0,274.0,241.0,311.0,294.0,259.0,341.0,386.0,347.0,394.0,500.0,451.0,397.0,453.0,451.0,455.0,455.0,348.0,378.0,305.0,354.0,290.0,313.0,424.0,390.0,324.0,283.0,227.0,250.0,272.0,260.0,265.0,245.0,245.0,197.0,198.0,215.0,168.0,176.0,161.0,147.0,141.0,154.0,(1000 MT)
,,Uzbekistan,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,159.0,122.0,151.0,134.0,124.0,133.0,133.0,260.0,247.0,230.0,212.0,234.0,216.0,221.0,276.0,253.0,288.0,292.0,291.0,295.0,229.0,214.0,214.0,219.0,228.0,218.0,213.0,236.0,230.0,240.0,185.0,155.0,175.0,205.0,200.0,190.0,(1000 MT)
,,Yemen (Aden),0,0,0,0,1,1.0,1.0,2.0,1,2.0,3.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Yemen (Sanaa),0,0,0,0,1,1.0,1.0,2.0,2,3.0,2.0,3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Zimbabwe,0,0,0,9,10,12.0,13.0,15.0,17,15.0,13.0,15.0,15,17.0,21.0,12.0,16.0,23.0,24.0,26.0,30.0,27.0,32.0,15.0,18.0,5.0,16.0,16.0,8.0,29.0,25.0,26.0,27.0,28.0,6.0,16.0,21.0,25.0,20.0,25.0,23.0,29.0,17.0,25.0,25.0,30.0,14.0,13.0,8.0,2.0,8.0,14.0,10.0,12.0,12.0,13.0,12.0,12.0,(1000 MT)
